age,income,visits,time_on_site,region,device,purchase
43,87810.32669692439,4,1.4478241051929697,south,desktop,0
19,47651.713415218495,6,7.777984809853832,east,desktop,0
37,57588.071364493,7,3.1177225406947464,west,tablet,1
45,28021.242452574894,7,11.082385040469314,north,desktop,0
64,82679.43685357051,8,11.565517634119672,east,mobile,1
24,88165.16561556052,4,9.27746250320769,east,mobile,0
61,81915.5012716873,5,11.651457087021086,south,tablet,0
25,32893.49437292564,2,9.645029433264739,east,mobile,0
64,77143.02081558613,0,11.702115983135393,north,tablet,1
52,31546.592305519982,5,2.297302413327926,east,desktop,0
31,66160.80604128481,4,11.538514046590478,west,tablet,0
34,69101.55159967595,3,10.732911633143631,west,mobile,0
53,71203.6643621653,6,9.288145432392984,north,mobile,1
67,75692.73065274936,5,9.258687573967638,west,tablet,0
57,64839.32792881456,4,5.917773977643391,east,mobile,1
21,25751.40974542895,2,9.281600554875268,west,mobile,0
19,75702.42017599064,0,1.4177911043176588,north,tablet,0
23,66952.16282255496,2,7.554932596178739,south,mobile,0
59,46947.60417257533,6,4.9868801660034325,west,desktop,0
21,33612.05157726782,3,10.334610524696746,south,tablet,0
46,95800.44371848716,2,6.703886876944616,west,mobile,1
35,89626.01076581365,4,7.654139863033322,south,tablet,0
43,79119.14814614909,5,6.306283441039607,south,desktop,1
61,51474.00177530594,5,8.523167211970437,east,mobile,1
51,20000.0,4,2.4675434993635017,north,mobile,0
27,80293.5835087047,8,6.131302661406245,east,desktop,0
53,72333.7354771015,2,8.619219824124572,east,tablet,0
31,57506.75381855647,5,3.037736338693195,west,tablet,0
48,87496.12613395753,5,10.767175865627369,west,mobile,1
65,81959.950679257,2,12.180000641216248,north,mobile,1
32,68521.90976461698,5,4.2429671297159,south,mobile,1
25,65701.16835742227,6,5.083234965598157,west,desktop,1
31,66019.35435199362,4,3.802830272343864,south,mobile,0
40,78598.79745669491,4,10.483664853513748,south,mobile,1
57,47850.47306914024,2,8.767715065032062,west,desktop,0
38,73519.66243570074,7,3.8994321376772376,west,mobile,0
33,46588.18111060819,5,6.746709640221315,west,mobile,0
62,91731.10343504469,3,10.178865216436169,east,desktop,1
35,75642.5714315047,6,3.32955141427938,east,mobile,0
64,51235.434767221406,6,7.338732374341621,south,mobile,0
41,66611.916480595,4,5.628963225316147,north,desktop,0
43,47924.272399439185,0,6.561708823785432,south,desktop,0
42,95082.25675401592,5,8.854662591762361,west,tablet,1
62,97457.5196894242,5,7.568871285567008,west,tablet,1
58,78924.47365125697,5,12.189554748723538,south,desktop,1
46,96133.13135309155,6,5.6706342316833425,east,desktop,1
32,68035.91897745001,4,7.896609561703614,north,desktop,0
62,80270.25134349594,2,7.13296923367111,east,desktop,1
18,89494.49043819512,3,2.9500156466954666,east,tablet,1
42,64885.12808968166,7,11.25415864041216,west,desktop,1
24,66422.0771463469,6,3.9021826619569717,west,tablet,1
26,83673.13202857795,5,9.879888184227466,south,desktop,0
41,77929.95931191987,5,4.96297801908211,west,tablet,1
18,49890.785595978945,5,2.8015328953038177,north,tablet,0
61,21263.41257457062,4,7.4990201427362,west,mobile,0
25,61489.43874805904,8,8.04801591959127,west,desktop,1
41,23061.71641549642,5,9.982690801048278,west,tablet,0
28,45179.65327788903,5,7.394642094295865,north,desktop,0
68,47514.26085599231,5,6.657109542371708,south,desktop,0
34,53627.15378119747,1,10.084875354263339,east,desktop,0
25,81408.76288327083,3,6.798897565564713,south,mobile,1
52,85753.59081460521,4,5.270637569431099,west,desktop,1
52,75174.81439614415,7,7.336718473961653,east,tablet,0
50,77650.13952123611,6,12.045799936794696,west,mobile,1
22,78122.40912737293,4,8.240690667475345,east,desktop,0
59,20000.0,4,6.427707005513643,north,mobile,0
56,65203.953640142325,5,5.672090229731337,south,desktop,0
58,29070.8255765999,5,15.38055819759944,west,mobile,0
45,75182.78951343082,6,11.660849431969634,south,tablet,1
24,23137.83705360606,5,12.003315134805563,north,mobile,0
26,61391.22929298601,5,3.8296868732248663,east,desktop,0
25,75955.39552039173,7,10.655240740731834,south,mobile,1
29,42644.84103367376,4,9.012031712343067,south,tablet,0
51,84234.31921026441,4,11.156312110296163,south,mobile,0
50,75132.44339903494,7,9.920120584488501,west,mobile,0
65,72616.49391675819,4,7.7298357966410345,north,tablet,0
40,78960.03175021063,6,8.782762139938127,south,mobile,1
41,57815.99824466689,6,9.342117442195855,west,tablet,0
54,68038.37727513617,4,12.689057912242626,west,tablet,0
52,65201.031444683984,11,11.84128197605612,west,tablet,0
61,64749.0211076771,4,4.983525184333851,south,tablet,1
57,51559.37846705846,5,11.60011946456105,south,desktop,0
39,40149.35770554589,4,13.673818503034315,north,desktop,0
44,58262.8330142105,8,8.208774725788125,east,mobile,0
52,57161.04185611466,3,4.559424494654932,south,mobile,0
18,50265.3802496622,2,7.475916814702888,east,mobile,0
52,82041.07563620049,2,6.023839601518384,east,mobile,1
54,41555.86764288774,2,4.267769118421559,west,desktop,0
64,61569.81682217517,7,9.311561217679468,east,tablet,0
31,88326.79423122504,6,9.106560501276785,north,desktop,1
20,83182.58705199104,10,11.487761782530562,west,mobile,1
18,89325.87770194566,4,8.937364872800472,south,mobile,1
22,53184.38845251546,8,8.922077210386778,west,mobile,0
43,80685.76251455414,7,14.185313458191814,west,desktop,0
31,43740.59206043737,4,6.569627093489443,south,tablet,0
56,59482.520883669196,2,9.18874230407499,north,tablet,0
44,61364.88378439614,6,9.194327084728615,west,desktop,0
26,53483.19575603979,4,9.03081498774311,south,tablet,0
32,57763.7202383095,4,6.119916694308089,south,mobile,0
32,55132.48145005295,6,4.117160804968609,east,mobile,1
43,45352.12377796609,4,8.914335079501253,south,mobile,0
59,82128.27012011583,6,13.216292595342408,west,tablet,1
30,61350.999942514616,4,8.740393191389725,west,mobile,0
68,69028.73087834571,5,8.139920306898174,north,tablet,0
49,68275.5374238571,5,11.259402999343957,south,desktop,1
56,66094.52850220042,4,9.863116775646404,east,desktop,1
66,66856.09092112858,3,7.594157308266058,east,tablet,1
69,58891.65559937957,5,7.517948161507412,north,tablet,0
49,93367.93737029727,3,9.586694415397165,west,mobile,0
21,80214.89523270717,5,2.5618771733485515,north,mobile,0
47,65367.64065542039,4,6.795794358274414,west,desktop,1
54,56058.91128067873,1,6.320402405778456,north,mobile,1
40,62623.58314541839,9,2.3979829396705448,north,desktop,1
56,73352.43032743491,5,5.272570448335667,west,desktop,1
62,94998.80185072623,3,8.270383890442462,west,mobile,0
32,37539.04910669911,7,8.923783698303335,west,tablet,0
60,78195.49517283555,5,6.711219840408984,west,desktop,1
46,87534.4727355727,3,9.465947252357454,east,tablet,0
53,35265.63060189536,6,8.788698972250575,south,desktop,1
30,61376.9824653745,4,4.775107930926218,east,tablet,0
49,43709.64053833922,4,8.568827582170142,south,desktop,0
24,73610.5922335407,5,8.354178093369097,north,tablet,0
68,57832.98135288896,4,1.9983711333802106,south,mobile,0
39,62397.21866239749,2,9.002290797009938,west,tablet,0
45,56778.88385443052,1,9.107467043165197,north,tablet,0
19,79403.26865536538,3,9.832839296168506,west,tablet,0
59,69580.65921196276,2,7.281373974294709,east,desktop,0
62,69618.5352807931,6,4.144549458983349,east,desktop,0
23,68212.43650162907,3,13.107418374194138,south,mobile,0
45,76449.81760904274,2,9.229741809129267,south,mobile,0
45,59760.562902873535,2,12.521171367383289,east,mobile,0
61,99015.49575081853,5,14.587418875076414,west,tablet,1
61,40304.10497562961,2,4.584111719307238,west,mobile,0
37,30481.631036607025,7,4.647465205294628,east,tablet,0
47,28826.388627828535,4,7.923613050122112,east,desktop,0
28,23408.237614151287,6,5.848775362455751,north,mobile,0
45,78463.39629640504,2,6.522885154432917,east,mobile,1
42,76027.35398565282,6,7.429468364478311,west,tablet,0
56,89155.5298355119,11,4.047510863391767,east,desktop,0
50,43867.23570588956,8,15.62582971389262,west,tablet,0
18,79909.22909491001,4,13.632116704568968,east,tablet,1
44,66136.48124298612,4,3.9435556661451505,east,mobile,1
69,68331.72998311718,4,8.385227134935075,west,desktop,0
30,77512.45790699216,9,9.63598619541341,west,desktop,1
58,49874.364978751124,4,6.788767951741137,west,desktop,0
20,116744.98270808975,8,8.007262476581074,east,tablet,1
56,91637.60608550708,5,5.117143583647702,west,mobile,0
23,54365.88092009279,4,8.998955302868547,west,tablet,0
25,43185.238845533044,3,10.554311776898526,north,tablet,0
44,63241.91676390616,4,7.940116075172341,north,tablet,0
26,68645.16887164084,6,3.386597649221031,west,mobile,0
54,86312.30519416621,4,4.962510138867885,south,tablet,1
50,41625.58176863348,6,7.492425864199364,south,tablet,1
68,70709.73886398332,6,9.82504126466195,north,tablet,0
59,34419.69951170422,5,9.229706830950802,north,mobile,0
61,73727.15186822237,5,3.3626165599429134,south,mobile,0
41,62849.91559083899,8,5.028829269104851,east,tablet,0
32,103733.59524571526,6,7.814637555821791,south,mobile,1
49,34079.94911560646,6,6.870221395960172,north,desktop,0
49,92412.1676298021,4,5.194870675757631,south,tablet,1
41,30923.37329667563,6,7.807809824347576,east,desktop,0
58,38455.79451186991,0,3.8043654360037964,south,mobile,0
69,31458.108830556695,3,4.055173078830212,south,mobile,0
66,70007.05216902109,5,10.54586305660741,south,mobile,0
66,41526.02378492533,6,8.199595039760924,east,desktop,0
69,38033.36989438924,7,10.329810169432527,west,desktop,0
29,69055.3520324676,3,5.092413748470217,south,mobile,0
56,74035.5077174938,5,5.675610447684998,south,tablet,0
19,65796.98608300652,9,13.60122073051034,west,desktop,0
20,61755.61701956894,4,6.3186992891177365,west,tablet,0
66,101578.19264874357,3,5.609159249811746,east,desktop,1
54,67916.72532483941,7,3.383657103978744,north,tablet,0
66,81113.82947844498,5,5.218521504312105,east,tablet,1
34,67858.44251379918,3,10.247624711248545,south,desktop,0
66,43042.474234906316,4,3.221953086046886,west,mobile,1
19,75997.75363804033,4,6.058566833226573,east,tablet,1
19,51884.05377060415,4,10.119940853670972,west,desktop,0
45,63180.27723921528,5,7.604784775119098,west,tablet,0
40,71108.05363786852,3,3.511250140784634,east,desktop,0
54,26171.63866226714,2,11.472158502125854,south,tablet,0
49,32809.95752216542,5,9.38355332228498,west,mobile,0
50,83189.18344995126,7,4.695665392920905,east,mobile,0
18,51725.07106802112,5,4.918887937538125,north,desktop,0
36,52673.560217822785,4,2.5556248956460204,north,tablet,0
19,68328.7679474164,5,7.004926865859091,south,mobile,0
61,57286.54805756261,6,12.333915126990888,east,desktop,0
43,73351.76763285579,4,8.793563532453984,east,tablet,0
49,63977.56422533912,6,9.686690720650073,east,mobile,1
23,68972.05900360897,2,9.620633938668606,east,tablet,1
49,50962.832195154944,2,6.865097906836917,south,mobile,1
21,68871.89646561856,6,16.842198308075076,south,tablet,0
28,87101.78173670889,4,6.534352884096177,north,mobile,1
34,53645.03567771603,6,15.367527051682135,east,desktop,0
55,83306.36600544302,6,3.713387378101576,east,tablet,0
41,63968.793633547015,3,6.4071472728793815,east,tablet,0
22,79689.63311955876,7,6.629382313795119,south,mobile,0
69,67575.42636706222,8,10.031837289295161,north,mobile,0
51,64331.781598041474,5,2.7916352223893988,north,tablet,0
23,71994.59364152732,7,9.223177927927294,east,desktop,1
39,89271.95124604498,3,11.462527333793297,south,tablet,0
28,69721.94588430152,2,7.095019120412637,south,tablet,0
65,74570.61661816796,5,6.050260382102055,west,desktop,1
33,57630.30172846597,6,7.582977472706635,west,mobile,0
50,96417.72947990052,9,5.577822957522066,east,mobile,1
26,77806.74221859343,5,10.070666451052539,north,desktop,1
23,66554.16920050012,4,8.686842375732606,east,mobile,1
33,62546.92655490651,3,10.190158020911198,west,tablet,0
46,84558.16538546221,5,5.46564747439756,south,tablet,1
20,52875.91845909481,4,9.699320591327396,east,desktop,0
37,29342.499674573344,3,7.529795803700855,north,desktop,0
53,66447.99198848911,5,14.37031245821484,north,tablet,0
36,88800.09146228687,4,8.86132646264441,west,mobile,1
43,96826.17622369347,2,11.464090903700782,west,desktop,0
20,62854.121131322405,5,5.102177143078924,west,desktop,0
36,65871.75327883566,1,9.758020362358728,east,mobile,0
37,75390.6086503191,2,6.072720019459504,west,desktop,1
49,59713.0116227247,8,10.996655318289628,west,mobile,1
24,75328.11896782297,3,6.496338675535687,north,tablet,1
69,63291.96497863464,6,5.014736350128539,east,mobile,1
58,85227.36514380359,4,8.479791224537065,north,tablet,1
50,79459.61026195648,3,8.859122574162114,north,desktop,1
57,81204.55664604866,4,9.164327174568221,east,desktop,1
56,60893.64710395824,4,9.863695251966206,north,mobile,0
35,103518.54641004522,6,11.102378189950523,west,tablet,1
57,74678.23884758944,4,11.550127764805751,east,mobile,0
18,69945.88106973663,4,6.53673455236182,west,mobile,0
28,49781.14038866057,5,5.175078115085288,north,mobile,0
45,63058.56359702892,2,4.390243769963006,south,desktop,1
42,67287.59521405272,6,7.512698210768326,east,tablet,1
67,49246.454071514,5,9.733840457717386,north,desktop,0
40,59153.657084618244,7,7.216630957419127,north,desktop,0
48,61683.99963793981,5,3.230188710999233,east,tablet,1
47,66118.41321846437,3,12.830139313342567,east,mobile,0
59,29745.860199167917,3,9.542248101714096,east,desktop,0
52,62294.58918591471,5,4.366073234942592,east,mobile,0
24,57453.07633840137,4,6.954485936997928,east,tablet,0
33,64582.31700750201,5,5.508988921896501,north,mobile,0
43,85705.53132360513,4,8.211924728198463,south,mobile,1
65,106047.90984242412,1,9.441666600413928,south,tablet,0
69,78567.54399289253,7,8.799459957245357,south,tablet,0
66,40311.55655867328,8,9.849763803616389,east,tablet,0
19,58091.86096334932,4,12.091419867682765,west,desktop,0
18,76919.26617662182,6,9.766675436684272,east,tablet,1
65,74665.80992858046,6,5.794973420783373,north,desktop,1
29,84746.51470906149,4,10.783095086722346,west,tablet,0
22,63052.98011418808,3,12.417081068723375,east,desktop,0
54,57729.99511268989,4,7.977576073093384,east,mobile,0
49,100048.48007832078,5,9.809583694337395,south,tablet,1
26,66173.41206739275,7,6.481127232652517,east,desktop,0
58,44666.51247957771,3,9.654070608394417,south,tablet,0
52,94502.67314065841,9,9.789124162307683,east,desktop,1
36,35078.0901721111,1,12.135466779063556,west,mobile,0
65,20000.0,3,9.795069471072573,west,desktop,0
33,80387.73516075147,4,12.57333769299825,north,mobile,0
20,83214.01942049262,8,5.311532772830075,north,tablet,0
37,73280.25883889382,9,9.295518027383956,west,tablet,0
41,38950.878320159005,3,9.071638891104431,north,desktop,0
50,63822.602895153585,4,3.6957813357553437,west,mobile,0
41,59436.62852892258,6,7.603566048524016,west,desktop,1
69,54254.21978215221,5,12.345293060213194,north,mobile,0
28,93241.38861618559,5,6.102593257150009,east,tablet,1
66,44066.678827366224,3,15.745423967408996,east,mobile,0
25,71322.089062128,4,9.109084072769118,north,desktop,0
53,88880.9396732515,7,6.839064188618462,east,tablet,1
55,72628.83050638075,7,10.182724769199286,west,desktop,1
57,89822.36744990747,5,9.722560587954936,west,desktop,1
37,76274.29444857858,6,7.5487364756811814,north,mobile,1
52,73586.99340984058,5,7.341368007512318,east,desktop,0
65,72336.69737664294,5,4.121990958615177,west,mobile,1
42,77268.865333003,6,8.951820572941227,east,tablet,1
52,57289.21805175479,9,11.505055129712666,west,mobile,0
42,38962.52296254427,4,10.227081589019196,west,tablet,0
46,84080.86822926618,6,4.434796858910313,south,tablet,1
35,88234.84601011532,8,10.77636487129491,west,tablet,1
63,70039.57621812087,6,6.270328286334785,east,desktop,1
35,54032.48760731259,4,9.900043120839253,west,tablet,0
19,33845.65766940724,5,8.328230638763827,north,tablet,0
52,66716.14199846776,2,11.407386005140584,north,desktop,1
33,38020.99310564058,7,10.991723032136731,south,desktop,0
58,35220.24994724149,3,8.418054331586626,west,tablet,0
53,64585.36943968615,3,6.5724396469840904,west,desktop,0
50,49724.60997623971,6,13.338790496749802,west,mobile,0
21,71906.19112329542,8,9.484203268073028,south,mobile,0
50,61814.08794876251,5,7.317016611500463,south,tablet,1
31,52867.3086755478,6,5.636891292653767,south,tablet,0
38,30901.698385420685,7,4.864293745329444,north,tablet,0
65,47942.23748339285,3,10.206564005658892,east,tablet,0
37,48677.27019897819,9,5.309737091716699,east,tablet,0
25,40493.846529700764,6,8.635101152078452,north,tablet,0
24,58419.1140951523,7,8.0617933327404,south,tablet,0
20,42054.96017650697,9,13.013217449624548,north,tablet,0
34,61725.14505417569,10,3.9509036011510066,east,desktop,0
50,69808.22427337313,5,7.695307008141674,west,desktop,0
65,48476.60091221644,6,7.4607878458935755,north,tablet,0
29,73508.1725883717,8,14.099176294323627,south,mobile,1
68,37772.84257504593,3,3.21553210961891,east,desktop,0
39,42756.45203207419,5,9.425465967934866,west,mobile,0
39,62735.65404750462,3,6.342517524006462,east,desktop,0
63,78740.82183777278,6,6.450226157339671,east,tablet,1
47,82347.99082978533,2,9.82639869913028,east,mobile,0
55,97247.81244315118,5,14.384290147041584,south,mobile,0
55,57468.2225036498,4,11.476863852120097,west,tablet,0
62,62449.97362643391,5,7.674309743474245,east,tablet,0
68,44346.48941964026,9,7.432775469369939,east,desktop,0
25,39924.67336017954,6,1.5018552478085407,east,mobile,0
44,69571.4417265505,1,6.14900090114207,east,mobile,0
44,49482.57001107514,8,8.308040064243404,north,desktop,1
51,89647.5840003458,8,9.401829059321784,east,tablet,1
38,35752.28536265218,5,7.981813369429225,east,mobile,0
47,74727.06411649393,5,6.7335245822991885,south,mobile,0
50,44885.21522365941,3,5.58938921536156,north,desktop,0
45,48591.03066455833,9,9.898550870500262,south,mobile,0
64,75782.24130504062,4,11.510091140604152,north,desktop,0
50,51482.39127784183,5,7.50579617604257,west,desktop,0
22,54684.318649602,5,7.1730733822328645,east,tablet,0
65,48756.83272896863,0,7.448764765822718,south,desktop,0
36,100700.59583226882,6,8.679844655664423,west,desktop,1
21,52650.27377839981,10,3.5601570736107426,north,desktop,1
52,66031.04434865527,5,4.107240947023341,south,tablet,1
66,60961.72799437852,3,9.531314996184992,west,mobile,0
34,69428.34123448523,6,10.23702541919885,north,desktop,0
61,52705.261060681296,8,3.029803909943409,east,desktop,1
45,60983.655309167,8,7.089752088800449,north,mobile,1
47,72879.0401798787,6,10.52205080403208,south,mobile,1
46,47739.85723994016,4,12.175423059436644,south,tablet,0
63,86786.42713256308,5,5.7162804350670555,north,desktop,1
23,88709.61038083264,2,3.3775776319331214,west,mobile,0
52,77129.85252317479,5,7.844704442471181,east,mobile,0
58,66397.52767192967,9,10.839109903049046,south,desktop,1
54,20000.0,4,4.9205886233004446,south,desktop,0
41,73485.82265308926,7,3.7496048689529653,east,tablet,0
46,57173.39189542271,3,1.0,west,mobile,0
66,60074.51177164921,6,3.489074908951922,east,mobile,0
63,27052.45338954367,2,7.799440666795487,east,mobile,0
48,74871.76971748385,3,7.953762577799654,west,desktop,1
52,36028.37906346091,4,7.526614646330465,south,mobile,0
50,67368.49091982789,7,5.930840304174872,north,desktop,0
69,83093.14963819682,3,12.040481836137229,west,mobile,1
38,55613.436373648954,1,1.4566797036057757,east,tablet,0
49,89321.03450456882,8,2.1490405184260215,east,desktop,1
40,50060.19243585639,4,8.68698627710105,west,desktop,0
50,77008.66153462003,8,13.396478726821702,east,mobile,1
20,38904.28497082945,5,6.632781925915024,north,desktop,0
35,85622.60869361047,1,9.880156520485063,west,tablet,0
42,82519.8076515858,8,5.924341015951425,west,tablet,0
59,74367.1584592746,4,6.966983160649551,west,tablet,0
48,57134.317267723774,4,5.709238480370718,west,tablet,1
20,36959.98753143776,6,9.53801057971504,west,tablet,0
57,57187.19369561085,7,16.065372110475163,south,desktop,1
63,87206.14351496246,3,6.512351808981402,north,mobile,0
41,67599.23743138231,11,11.9935145142754,south,tablet,0
67,33939.26140975101,11,5.273920189596254,west,desktop,0
49,42505.447211601175,8,11.496262127343055,north,mobile,0
64,90063.0280170456,3,5.285270109964993,east,desktop,1
39,74758.25504255772,5,6.771082625586786,north,tablet,0
40,40319.99758520145,2,9.042643557059396,north,desktop,0
19,29683.37007650813,3,8.450027059641853,west,mobile,0
44,52499.15730799867,8,1.184518932665715,east,mobile,0
59,27972.825840201614,5,9.250707081543155,south,desktop,0
19,61883.31019985999,4,5.711302282922418,east,mobile,1
43,114032.50743672607,7,9.135390713507613,west,mobile,1
34,33060.87848601656,8,11.838761570289684,east,desktop,0
57,61279.4867358757,8,11.242112058598693,east,desktop,1
50,91238.53150662502,4,9.753690464417746,south,mobile,1
26,79981.7571660019,9,11.345297104857227,north,tablet,1
60,62025.18570401723,3,6.5395357186925445,south,desktop,0
65,62073.02659663605,5,2.5849104344476492,east,tablet,1
56,41881.804351508414,5,9.353947186996265,north,mobile,0
46,59646.88459988893,5,7.045963440455994,east,mobile,0
59,69868.8142848026,1,11.174271811579057,north,tablet,1
43,87102.27086548181,1,9.752570559063187,west,tablet,0
52,52596.48752970488,1,12.994005928959156,north,desktop,0
67,61203.29743873075,6,8.06864559394521,south,mobile,0
42,46015.73038486635,3,10.353987196024208,north,desktop,0
41,69506.5035908101,6,9.435402994977085,west,desktop,1
30,80675.58900617927,5,10.83401906932162,south,mobile,0
24,77592.9602685979,9,4.5549435819308055,south,mobile,1
53,41596.2584911529,8,7.777172686301563,south,tablet,0
62,67937.2641891283,3,10.721155394695936,south,mobile,0
37,51453.749434996236,4,8.119287971623098,south,desktop,0
18,85221.00031305666,8,11.917259108914775,south,desktop,1
25,61773.745544529236,12,8.467161646180458,north,tablet,1
63,34609.73323517831,9,11.436339546258978,south,tablet,0
33,60603.94588784534,3,7.9593644647072015,south,desktop,0
31,74169.45138397763,8,3.474077725823274,west,desktop,0
29,69880.12126285599,5,6.869719337738655,south,mobile,1
68,54764.07972696039,6,8.157148980603289,south,tablet,0
40,53294.53220257707,4,9.148290402056611,west,desktop,1
32,45249.91203567367,8,9.132978320670736,north,desktop,1
45,57105.00759329388,6,7.881696982598487,west,tablet,1
51,47886.420669483945,3,11.16275147091891,east,desktop,0
19,84401.7197235463,5,8.053971900385303,north,tablet,0
49,46977.25218536767,4,6.640411015759494,east,tablet,0
40,67445.68924724402,6,7.77582525132974,south,mobile,1
39,66086.07806652665,3,5.241902831995789,east,mobile,0
68,83913.34895769822,7,12.975147553713215,east,tablet,1
42,86787.36577916742,8,1.0,south,desktop,1
39,78919.39886562657,3,10.756415922947095,south,desktop,0
39,72058.5668658026,1,5.894543730257393,east,mobile,0
66,44027.07707811884,7,8.517772904111057,west,tablet,0
69,43622.598245234854,2,6.735822622074942,west,desktop,0
59,48086.18360470102,6,12.554759823750414,west,mobile,0
23,80038.41999255831,3,6.891195080665235,east,tablet,1
32,66466.59856501271,4,10.629194834878296,south,tablet,1
60,82373.14481471125,4,9.511539075252049,south,desktop,1
54,85056.05468640165,2,8.42618116662832,south,desktop,0
50,50480.961994015044,3,10.272688387834943,south,desktop,1
25,65641.48655114374,6,6.406646303979038,east,mobile,1
61,64740.1264263282,1,3.77485183757491,north,tablet,0
61,58444.246207515695,5,6.200721685208646,north,mobile,0
22,54303.14290950577,5,4.216578330811547,east,desktop,0
56,88695.11006822114,5,9.372132641042523,south,mobile,1
21,66039.43453431001,4,8.463046840049547,east,desktop,1
23,65262.895771195355,5,3.228298143483613,south,tablet,0
62,48944.44650262808,4,6.754783710495303,west,mobile,0
49,78504.24860827009,1,7.039562823024235,east,tablet,1
69,44897.8499832397,1,3.5458447629400505,north,desktop,1
47,74098.11057689364,3,14.627771096919059,south,desktop,1
64,74644.58720110325,3,13.430983039568998,north,desktop,1
52,56749.699013528625,7,9.490674258768578,east,mobile,0
57,71353.0416236636,4,9.257497855633082,west,mobile,1
69,68713.39118088974,6,10.765689455303281,south,desktop,0
33,64212.78750379701,6,8.2710169684817,north,desktop,0
30,65258.87960290465,7,3.616241723303001,east,desktop,1
67,66235.63646387043,4,9.270728796620238,south,tablet,0
59,67598.23345344096,4,12.47275607748573,west,tablet,0
47,66204.84062687414,5,6.312957346322268,south,tablet,0
36,42922.716195757166,2,8.42916477370719,north,tablet,0
34,61955.7809798879,2,6.881647236229905,west,desktop,0
36,70298.97202393744,3,9.131449069051833,west,mobile,0
45,66945.77457078583,2,10.20110700348219,west,tablet,0
43,84075.00518790277,4,9.630678516693422,south,mobile,0
54,77401.73178998909,8,7.8902274492781785,south,tablet,1
43,47591.80929893728,8,9.703494468183628,east,desktop,0
40,61667.4578389121,5,4.78664540044517,south,mobile,0
26,58773.26693105624,3,6.096683984782077,east,mobile,0
29,64913.03026745632,5,8.817808253784413,west,mobile,0
18,64940.372003226,3,6.212471993048911,west,tablet,0
18,77230.43338479698,5,4.327338066299728,east,tablet,1
64,68546.56726282288,3,9.542371477148539,east,tablet,0
51,89610.90010417101,10,10.164044325510465,south,tablet,1
49,69820.0627532472,5,12.101691372611073,south,desktop,0
65,48388.18959325447,8,13.372486704731383,north,tablet,0
42,55654.387596635606,2,11.345898424646144,north,mobile,0
